comments,topic,sentiment,type
Easy to check your account balances easy to follow Phone App ,easy check,POSITIVE,appreciation
As long as we have been members of Dugood they have always been caring and professional to us They always seem to go the extra mile ,"long member,extra mile",POSITIVE,information
DuGood is the B E ST Credit Union for us We have our personal accounts and business accounts there DuGood has the best service employees they are fast friendly know us by name DuGood is close to our house business with great locations no fees on any of our accounts We always recommend DuGood to our family friends ,"best service,close house,great location,dugood family",POSITIVE,appreciation
Great Credit Union would recommend to anyone ,great credit,POSITIVE,appreciation
Erin Burnette is the best banker I have ever had the privilege to do business with and am very grateful that she is my banker,"best banker,grateful banker",POSITIVE,appreciation
I love this bank Have been with them for years now and am very happy with the service and employees they also greet me by name and a smile ,happy service,POSITIVE,appreciation
I have banked with Dugood Credit Union for many years When I moved to the Midwest over years ago I kept my account there in Texas and it has been a pleasure all these years They give me no reason to change I even have access to free ATM locations here in Kansas and Missouri The employees always have the answers when I call with a question Thank You Dugood and all of your employees for the excellent care and customer service ,"dugood credit,many year,free atm,excellent care",POSITIVE,appreciation
In over years of using Dugood I ve always received the same quality service on everything from my standard checking and savings accounts to private and auto loans Love the remote deposit in the app as well ,"private auto,remote deposit",NEGATIVE,complaint
Love them Very friendly and easy to work with ,easy work,POSITIVE,appreciation
I have been with Dugood many years and have been happy with them Everyone is so kind Love the greeting I get when I go through the drive thru in the Vidor location I am very blessed that Dugood will refinance my car at this time I had to rush out and buy a car after the flood and my interest rate was high and now Dugood is giving me a much better interest rate ,"many year,dugood refinance,better interest",POSITIVE,appreciation
No matter what I have ever needed DuGood has helped It has always been a easy process and everyone you come into contact with is nice and professional ,easy process,POSITIVE,appreciation
just love doing business with yall great service friendly people highly reccommend to everyone,"great service,friendly people",POSITIVE,appreciation
Any time I ve ever gone I and are called any of the branches of always had good customer service I would highly recommend,good customer,POSITIVE,appreciation
This credit union and all credit unions are so much better than banks The handle your money until you need it and then they let you have it when you do They are quick solve any problems that you have which don t happen very often to begin with Also the credit unions in my area have teamed up to make ATM fees a thing of the past As long as I go to practically any credit union ATM in Southeast Texas I will not get charged a fee ,"better bank,quick solve",NEGATIVE,appreciation
The men and women who work at DuGood Credit Union are the some of the best professionals I have ever experienced in any banking institution Most recently Tara Baloney has been extremely helpful during a loan process I went through Tara went out of her way to help me acquire the necessary paperwork I needed while buying a home ,"helpful loan,necessary paperwork",POSITIVE,information
I have had good experiences with DuGood Very friendly people ,"good experience,friendly people",POSITIVE,appreciation
Very friendly Willing to go the extra mile to help ,extra mile,POSITIVE,information
I opened my first DuGood account years ago and I would recommend this local credit union to anyone They are easy to work with and have several locations within the southeast Texas area that make it a convenient credit union to use ,"dugood account,local credit,several location,convenient credit",POSITIVE,information
I ve banked with DuGood for personal accounts for years and I haven t had any problems with them Recently we needed to open a business account and did so with DuGood The staff was professional courteous and a pleasure doing business with ,"personal account,open business,dugood staff,courteous pleasure",POSITIVE,information
The main thing is of any business is the people Dugood has the best people every time I walk in every body say hello Mr Killian how can I help you I always have good time with great service ,"main thing,best people,good time,great service",POSITIVE,appreciation
The staff is always friendly and able to help with whatever I need ,able help,POSITIVE,information
I have always had great experience in every area of Dugood Very happy with my choice ,"great experience,happy choice",POSITIVE,appreciation
I ve been with DuPont for a number of years I have recommended DuPont to my children I have problems from time to time with on line banking but I m quite a bit older than my children My children tell me that Mobil Oil FCU is easer to use I do not know about this but I do know the problems I have from time to time at DuPont I m not going any ware I have My account and seven grand children s accounts that I track monthly as I help them to watch their money grow Thank You,"older child,grand child,monthly help",POSITIVE,information
Don t like the fact when I bring in cashiers checks from another credit union in town Every month get treated like I am bringing in fake ones You may have suspect members that do that but as long as we have been members and the fact we have cd s already with y all It s annoying ,"fake one,long member",NEGATIVE,complaint
Employees are never to busy to help with problems Always polite very helpful and truly concerned Thank you ,concerned thank,POSITIVE,appreciation
My father was a member of this credit union for quite some time and I have had an account ever since he set up my first savings account as a child I am VERY happy with the the credit union Everyone is extremely helpful and they help you in any way they can I actually moved out of state to Michigan and this is still my credit union I will always be a member Thanks DuGood ,"happy credit,helpful help",POSITIVE,appreciation
I don t like the fact that the Major Drive location doesn t open the inside on Saturday Safety Box access on the weekend is needed Improvements have been made to the online system which helped a lot One more improvement is still needed which is the ability to modify the date on reoccurring bill pay for a series change Only the amount can be changed All can be changed for one time ,"major drive,online system,reoccurring bill",NEGATIVE,information
Everyone DuGood in Vidor are so nice friendly I always have a great experience when I go in the lobby I have been helped w so many banking questions the last months Thanks DuGood ,"dugood vidor,great experience,many banking,last month",POSITIVE,information
I have been a member for a at least years and I must say this credit union has been by my side for all my needs all these years Fourteen years ago I moved to the great state of Mississippi and I left all my banking there at Dugood because of the tremendous service The staff have excellent customer service skills I do not have a long wait on long distance calls to solve my banking needs I have access to a five thousand signature loan which I have used on numerous occasions I can remember opening up my account in the portable bldg branch office in Lumberton Tx The only thing I regret is I have moved so far away and I cannot stop in just to say HELLO I would highly recommend the service you all have given to me whether I decide to move back or if I choose to live hundreds of miles away Thank you to the staff of Dugood for making my life so pleasure able from so far away ,"least year,great state,tremendous service,excellent customer,long distance,numerous occasion",POSITIVE,information
I have used several banks and credit unions in my life and Du good Credit Union is the easiest to do business with and the corporate I have ever used ,"several bank,good credit,easiest business",POSITIVE,appreciation
Hope you never lose your debit card I dropped mine and everywhere that someone used my card the credit union charged me dollars to investigate In my case it was different places That s the money the thieves got from me plus an extra from the credit union It took almost days to get my money back I filed a police report and everything but it did not make the process any faster I now use Mobil Oil Federal Credit Union and had something similar happen and got my money back within two days The response that the bank gave was not true it was much more than three days of returning my money What a slap in the face Credit Union trying to save face,"different place,extra credit,federal credit,similar happen",NEGATIVE,information
It is always a great experience at DuGood You receive a pleasant welcome fast and courteous service I have recommended them many times through the years and continue to do so ,"great experience,courteous service,many time",POSITIVE,appreciation
Friendly tellers and fast service ,"friendly teller,fast service",POSITIVE,information
We have tried for weeks to get a hold of Sandy F Our loan officer Left messg and had bank send email Then called for anybody to call back after being told they were all in meetings Still waiting days now Need a better response time please Would appreciate feedback ,"messg bank,better response",NEGATIVE,appreciation
Very Courteous and willing to help I always recommend this Credit Union to others ,willing help,POSITIVE,appreciation
Dugood has been my credit union for a long time they always are smiling and great and very helpful ,long time,NEGATIVE,appreciation
I visit the drive thru in Lumberton frequently I always receive professional friendly customer service from the tellers ,friendly customer,POSITIVE,appreciation
Great friendly people who go out of their way to help you out,friendly people,POSITIVE,appreciation
I had a problem with some fraudulent charges on my account Both of the ladies that I spoke with Veronica and I think Rachel were extremely helpful and handled my issues quickly and efficiently assisting me through a very stressful situation I have been a member for over years and this is why ,"fraudulent charge,stressful situation",NEGATIVE,complaint
I love everything about this bank friendly staff prompt responses Been with them since the young age of ,"friendly staff,prompt response,young age",POSITIVE,information
Dupont has always been willing to assist me with every need I have had They have gone out of their even when they couldn t find a way to help They re always very friendly ,willing assist,POSITIVE,appreciation
Helpful friendly people working at DuGood You can trust them with all your financl needs ,"friendly people,dugood trust",POSITIVE,appreciation
The staff at DuGood Credit Union are very friendly and very helpful They make you feel important and they are always willing to help in any way that they can I would definitely recommend them to my family and friends ,"helpful make,willing help",POSITIVE,appreciation
Always smiling when you walk in They greet you well from the start Always helpful I would and have recommended DuGood to my family and friends Thank you for being so helpful and plus this is why I have been with them for almost years ,dugood family,POSITIVE,appreciation
Great banking Super employees Greatest credit union ever ,"great banking,super employee,greatest credit",POSITIVE,appreciation
Great customer service fast prompt responses to questions or inquires ,"great customer,prompt response",POSITIVE,information
I have had nothing but great service and experience since I began banking at DuGood I would recommend them to everyone ,great service,POSITIVE,information
I have had awesome customer service every time I need assistance ,awesome customer,POSITIVE,appreciation
Very polite staff Always helpful ,polite staff,POSITIVE,appreciation
I have been a customer of Dugood in both Lumberton and Beaumont since They have always been not only courteous but helpful with questions loans and anything else you can imagine Won t go anywhere else ,helpful question,POSITIVE,information
Always ready to help and always competent advice,"ready help,competent advice",POSITIVE,appreciation
Always very professional and helpful Always treated with courtesy and respect I would recommend to anyone to chose Dugood Credit Union,"professional helpful,dugood credit",POSITIVE,appreciation
Very polite very helpful Thanks ,helpful thanks,POSITIVE,appreciation
What makes the difference in Dugood other banks credit unions is the customer service When I walk in the door I am immediately greeted acknowledged by an employee I am waited on by a courteous person who represents someone who is interested in making my experience there a good one This is a rarity these days in the rush of life Thank you for making this an important factor in your company ,"courteous person,important factor",POSITIVE,appreciation
Anytime I need help or just do not understand something about my account or website they have quick help and support ,quick help,POSITIVE,appreciation
This is the best credit union in our region Great service and always on the leading edge of technology The only bank I use ,"best credit,great service",POSITIVE,appreciation
I ve been a member of DuGood for years and won t ever leave I ve kept my account open while living in NJ WV and AL As a remote member I m just as pleased now as when actually living in TX Great credit union ,great credit,POSITIVE,appreciation
I love that they have always helped me fix the problems with my account They treat me like a friend not a number Most recently a mistaken charge from Amazon They kept my monthly withdrawals from being overdrafts and costing me the fees ,monthly withdrawal,NEGATIVE,information
Everything has always been simple especially since I live out of town The service is the reason why I have kept my account open ,live town,POSITIVE,appreciation
Good people low costs reliable service support community Newest site software has some kinks slow to fix,"good people,low cost,reliable service,newest site",POSITIVE,information
Great people great attitude very friendly,"great people,great attitude",POSITIVE,appreciation
Great place to do business Every lady there shows eagerness to help and will go out of their way to make sure your are satisfied,great place,POSITIVE,appreciation
I love Dugood credit union They are always friendly and helpful with me I am really enjoying their online services that they offer now ,"dugood credit,online service",POSITIVE,information
Everyone is always nice and friendly Service you with a smile Just help you anyway they can Everyone one is family,friendly service,POSITIVE,information
As a DuGood Credit Union member I use the services quite often I can not recall a time that I was not satisfied with the quality of services and each time I had questions they were answered very appropriately I am proud to call DuGood Credit Union my banking home The personnel are always very friendly and helpful ,"satisfied quality,dugood credit",POSITIVE,appreciation
All the employees are fast to serve you and don t let you wait in the line I love seeing their smiles with a warm greeting in Nederland branch,warm greeting,POSITIVE,appreciation
I have been a member plus years I highly recommend this credit union for all your needs ,recommend credit,POSITIVE,appreciation
Everyone is always friendly and willing to help My visits are always amazing Thanks Albert,"willing help,amazing thanks",POSITIVE,appreciation
This is by far the most excellent credit union I love the entire team as they are self motivated and achieve results ,"excellent credit,entire team",POSITIVE,appreciation
I am thankful for the patient help tat I received when I opened my checking account last week,"thankful patient,last week",POSITIVE,appreciation
I would recommend Dugood Credit Union to anyone A very family oriented credit union that really cares about you ,dugood credit,POSITIVE,appreciation
Easy online features with great customer service ,"online feature,great customer",POSITIVE,information
I have put my full trust with My Dugood c u They have been there for me every step of the way Megan Perdue has helped me in so many ways I am so thankful for everything she has done for me The staff there at Major Drive location are all so nice and friendly Kudos go to everyone there ,"full trust,many way,major drive,friendly kudos",POSITIVE,appreciation
They make banking easy Had to replace almost debit card and it was a breeze ,easy replace,NEGATIVE,appreciation
We have been members with DuGood since and they truly are the best bank we have ever dealt with We have lived in another state for the past years but we still utilize the credit union due to their dependability and great products I would recommend them to everyone as they are THE BEST banking institution in SE Texas ,"best bank,past year,due dependability,great product,best banking",POSITIVE,information
I have been a member with Dugood for over years and I am very satisfied with the service Thank you for all that you do to service your members ,satisfied service,POSITIVE,appreciation
I ve purchased many items financed by DuGood ,many item,POSITIVE,information
We have been a member of Dugood Credit Union for more than years We have always had excellent service professional staff and corrgal employees to greet us at ever transactions we have made with Dugood Credit Union ,"excellent service,professional staff,corrgal employee,dugood credit",POSITIVE,appreciation
Been with DuGood for over years and not leaving Great job DuGood ,"dugood year,great job",POSITIVE,appreciation
Very knowledgeable and helpful todayJimmy Bienvenu,todayjimmy bienvenu,POSITIVE,appreciation
Love all the employees at my local branch so friendly and helpful,local branch,POSITIVE,appreciation
Have ben with DuGood many years very satisfied with the total service ,"many year,total service",POSITIVE,information
When I go in to make a deposit or pay a bill people are nice and friendly But when you go in to pay extra on a bill I mostly get a bad attitude like I m inconveniencing them and they usually have to call someone to make the payment I wish some of the tellers could have more training and were nicer to bank members ,"friendly go,extra bill,bad attitude,nicer bank",POSITIVE,complaint
I have had nothing but good experience dealing with do good and Lumberton Texas have a knowledgeable staff very friendly and very helpful,good experience,POSITIVE,appreciation
I have been a member for over years and can honestly say it has been a great experience I have never had a problem with Dugood When I had a situation I explained it to them and they were eager to help me resolve it ,"great experience,dugood situation,eager help",POSITIVE,appreciation
Very good service so far however some very petty experiences that could have easily been resolved are hindering my star review ,"good service,petty experience",POSITIVE,appreciation
I had an excellent experience with my loan application I did it online Service was fast and easy ,excellent experience,POSITIVE,appreciation
I have been with DuGood going on Years they have been very helpful with all problems to this day and have never had any negative feedback I just want to to thank them and tell anyone that if yp u want good customer service go to DuGood Federal Credit Union ,"helpful problem,negative feedback,good customer,federal credit",POSITIVE,information
The easy doing business with y all and the knowledge of the stagg ,easy business,POSITIVE,appreciation
Pleasant staff with very good social skills,"pleasant staff,social skill",POSITIVE,appreciation
Begin a member was the most amazing experience I ve had They are very professional and I thank everyone for the support ,"amazing experience,professional thank",POSITIVE,appreciation
There were a couple of times that I went into the branch on Major drive and they were not very helpful with my needs The manager seemed dis interested to my problem The credit union used to be more member friendly I was very disappointed in the way things are now,"major drive,helpful need,interested problem,disappointed way",NEGATIVE,information
I have had an account here since before I could count As a very small child my dad brought me in set me on the counter and we opened my savings account Great service Excellent fraud detection department Wouldn t bank anywhere else ,"small child,great service,excellent fraud",POSITIVE,complaint
I have been with the credit union since I was years old They have helped me purchase many vehicles and various things I have always been able to depend on them and would never go anywhere else I am now years old ,"many vehicle,various thing,able depend,else year",POSITIVE,information
My late husband worked for DuPont starting around and as soon as we could we started our account with the Credit Union and I continued to use them after he died They have always been great to deal with and I hope others will find them as helpful as we did ,great deal,POSITIVE,appreciation
The DuGood Credit Union has made many significant and positive changes over the last years I am now able to handle my banking needs on a mobile platform with ease and very little downtime Thank you also for providing excellent customer service Love this credit union ,"positive change,last year,mobile platform,little downtime,excellent customer",POSITIVE,appreciation
I have never Ever been disappointed with my experiences at DuGood Credit Union I am always greeted with a welcoming smile and my transactions are handled swiftly and accurately LOVE my DuGood ,dugood credit,POSITIVE,appreciation
my experience at the Port Neches location is usually bad Especially when I go through the drive through When I am making a withdrawal I am never asked how want my cash to be returned back to me and there have been several instances when an employee has given me the incorrect amount The customer service I have received at that location is usually not that good either ,"several instance,incorrect amount",NEGATIVE,complaint
I always have quick knowledgeable and courteous employees to wait on me I even went to a location out of my area recently and I am pleased to report to you that I got the same exact type of service On the other hand I was trying to help my boyfriend s elderly mother at the credit union across the street from yours in Beaumont I was given the wrong info I was treated like a criminal when they told me they had to seize my boyfriend s debit card from me and me and his mother were lied to on the phone about putting me on her account so I could pay her bills There s more There score on everything is ZERO I HAVE NEVER BEEN TREATED LIKE THAT BY ANY FINANCIAL INSTITUTION IN MY LIFE SO PLEASE TELL YOUR EMPLOYEES TO TREAT YOUR EMPLOYEES WITH KINDNESS RESPECT AND UNDERSTANDING TELL THEM TO JUST DO THEIR JOB TO THE FULLEST IF THEY WANT TO OR NEED TO GO ABOVE AND BEYOND THE REGULAR CALL OF DUTY THEN PLEASE DON T GET YOURSELF IN TROUBLE GO GET PERMISSION AND JUST KNOW THAT YOU HAVE DONE EVERYTHING THAT YOU CAN DO ANY CUSTOMER SHOULD APPRECIATE THAT OVER BEING LIED TO ,"courteous employee,exact type,elderly mother,wrong info,financial institution,regular call",POSITIVE,information
Ok experience The women were just okay ,ok experience,POSITIVE,information
DuGood has always been my families go to credit union so when I was old enough for my first account and credit card that s exactly where I went too The employees are always welcoming and helpful I love our local branch ,"first account,helpful love,local branch",POSITIVE,information
Great Place to trust with your money and any financial information or stuff you need We have been account holders for years and they treat you like family and actually care when you have a problem ,"great place,financial information",POSITIVE,information
Tellers are always nice Branch Manager has never come out of her office and introduced herself She needs to work on that ,nice branch,POSITIVE,appreciation
All ways professional and curious with all my transactions for the past years thank yall keep up the great work,"curious transaction,past year,great work",POSITIVE,information
We have always had a positive experience with this company When we need a loan or anything to do with our account they are always very helpful Would highly recommend ,positive experience,POSITIVE,appreciation
In spite of the time required to effect a response I rate DuGood highly because they do respond John has been my contact the few times I had a problem and gave excellent service ,excellent service,POSITIVE,information
Been with DuGood for decades love the people here No matter which location we stop in we still get the same service Always fast friendly smiling faces and efficient service Wouldn t go any where else My favorite branch is the Orange location ,"dugood decade,efficient service,favorite branch",POSITIVE,appreciation
I have been a member since They have always been there for car loans checking savings and their customer service is one of the best around You actually get to talk to a real person when you have a question It s like we are all family ,real person,POSITIVE,information
I am very happy with DuGood Credit Union ,dugood credit,POSITIVE,appreciation
Always treat people nice take care of your members and new clients ,new client,POSITIVE,appreciation
Always friendly and helpful in all locations I ve been to Online banking site is top notch and user friendly Definitely glad to bank with DuGood ,"helpful location,online banking,top notch,glad bank",POSITIVE,information
Everyone always has a smile on their face and greet you with a good morning and welcome They are always very helpful and good at explaining whatever question you may ask them I am very happy to bank at DuGood Credit Union ,"good morning,happy bank,dugood credit",POSITIVE,appreciation
I received a follow up call and additional information regarding my issue DuGood was concerned about my ability to access information to complete my transaction I appreciate their concern and there was a resolution DuGood cares about their members ,"additional information,concerned ability,complete transaction",POSITIVE,information
I have been with DuGood since they opened in Vidor Tx and have always had a great experience with then always nice and helpful on any issue that might arise I love the people there as my own family,"great experience,helpful issue",POSITIVE,appreciation
Little to none hassle,little none,NEGATIVE,appreciation
I have been a member of DuGood Credit Union since I started working my first job at From regular accounts to car loans home loans and my children s savings accounts they have taken care of my every banking need along the way I recommended them to everyone I know ,"first job,regular account",POSITIVE,information
I have always had good experiences at DuGood They are always friendly and helpful ,good experience,POSITIVE,appreciation
the process went smoothly and efficiently Very competent staff ,competent staff,POSITIVE,information
Easy website everyone I come into contact with at Dugood are friendly and helpful,easy website,POSITIVE,information
I love Dugood Credit Union Everyone is nice and helpful to all my needs Thanks Dugood,"dugood credit,helpful need",POSITIVE,appreciation
Amazing employees who go to the ends of the earth to help you I ve had so many last minute needs that they have handled effortlessly and with ease every time ,"amazing employee,last minute",POSITIVE,information
I d rate more stars if it weren t for the fact that my card gets denied every single time I try to make a large purchase there should be a better system for this Same for the max limit on atm withdrawals I m getting quite tired of being told how much of my money I can have or spend at a time ,"single time,large purchase,better system,much money",NEGATIVE,information
Have been with DuGood for over years Always had great experiences there ,"dugood year,great experience",POSITIVE,appreciation
Easiest place to do business I have my checking savings and car loan through them ,easiest place,POSITIVE,appreciation
It was a excellent experience and truly believe DuGood Credit Union is the best Credit Union The Staff was very nice and very helpful ,"excellent experience,dugood credit,best credit",POSITIVE,appreciation
Opened new accounts and the support from the staff was remarkable ,new account,POSITIVE,information
You guys did such a great job Thank you for making it very quick and simple yet explaining in great detail all the account benefits ,"great job,great detail",POSITIVE,information
During my last visit I needed to transfer some money from my IRA to my checking account at the North Major branch The branch manager was tending to a couple after she was done she decided to make phone calls while I was still waiting to see a bank representative As a result I ended up waiting an extra min in the lobby before someone took care of me I guess phone calls are more important than taking care of customers who are waiting in the lobby to do business ,"last visit,major branch,representative result,extra min",NEGATIVE,information
Staff are AWESOME The advice given on finance and how to build credit is Superb They really have customers best interests at heart I love them I rarely have issues with them ,"awesome advice,best interest",POSITIVE,appreciation
I m a new member and I really appreciate the customer service Everyone has been so friendly and helpful Happy I made the switch to DuGood ,new member,POSITIVE,appreciation
Our loan officer was great on my loan done in a day but with my husband s I think took a month Not returning calls she didn t pursue the loan we had to call and see where we stood on the loan It was really bad customer service ,"great loan,bad customer",NEGATIVE,complaint
I love banking with dugood credit union I always have good experiences with my bank ,good experience,POSITIVE,appreciation
DuGood on North Major in Beaumont Texas DO GOOD In fact they do better than good The exemplary staff from the experience of entering the facility restrooms staff including Managers on duty provide a welcome experience through professional courteous service that is unbeatable Dr Tom NoyolaBeaumont TX,"good fact,exemplary staff,welcome experience,courteous service",POSITIVE,information
I had an excellent experience and would refer them to anyone ,excellent experience,POSITIVE,appreciation
The lady I spoke with Monica was very knowledgeable and helpful I have dealt with the Beaumont office several times and have found them able to handle my requests quickly and without problems This particular bank division is very efficient and a pleasure to work with ,"several time,particular bank,efficient pleasure",POSITIVE,appreciation
Always great service Except when I have to travel to China on Business them my debit card will not work I have tried to have this fixed with no results,great service,POSITIVE,information
Convenient locations friendly people always smiling and willing to take care of all your needs Would recommend to anyone needing a credit union ,"convenient location,friendly people",POSITIVE,appreciation
I recently opened a new checking savings account and Ms Pitts was very courteous knowledgeable and sincere I look forward to being a part of DuGood for years to come ,"new checking,sincere look,dugood year",POSITIVE,appreciation
Best banking and great people ,"best banking,great people",POSITIVE,appreciation
I have been a member and doing business with the Credit Union for a long time I have never had any problems conducting business Everyone that I have talked with were very helpful and wonderful to work with ,"long time,wonderful work",POSITIVE,appreciation
Pleasnt attitude great help ,great help,POSITIVE,appreciation
I DEEPLY APPRECIATE THE COURTEOUS TREATMENT I RECEIVED IN OPENING AN ACCOUNT WITH DUGOOD ,courteous treatment,POSITIVE,appreciation
They are very warm friendly and helpful They make you feel valued as a customer ,helpful make,POSITIVE,appreciation
Friendly Helpful Good lender We use DuGood for our car loan and they have been nothing short of fantastic We are happy they provided us the loan ,"good lender,dugood car",POSITIVE,appreciation
DuGood is excellence incarnate I ve been with them for years and honestly couldn t be happier with their staff technology and services They just seem to somehow continue getting better every year ,"dugood excellence,incarnate year,happier staff",POSITIVE,appreciation
Friendly and professional service Thanks ,professional service,POSITIVE,information
Really worked to get my payments to a manageable level,manageable level,POSITIVE,information
Hometown friendliness is the best Always available and amenable ,available amenable,POSITIVE,information
The sign up for the loan was smooth but not enough information was given initially for possible payment methods I signed for the loan in my name but that made it hard for wife to make payments for me and I work a great amount of time far from home It was a great inconvenience for my wife to have to go through the trouble of making payments for me and some of the people were not as courteous as they could have been concerning her ,"enough information,possible payment,hard wife,great amount,great inconvenience",NEGATIVE,information
Overall the credit union is great The only thing I disapprove of is the term limits on share loans A member should have an option on the amount of time of a share loan since the money is held for collateral ,"overall credit,great thing",POSITIVE,appreciation
We have been a member for over years and have always been happy with the service,happy service,POSITIVE,appreciation
Abosulutly the best ever My loan officer is the bomb dot com The best ever I have many loans in my life but never so easy with Candice Manuel So friendly so easy to work with A true happy person makes the world go round Thanks Charlotte Ragan,"many loan,easy candice,easy work,happy person",POSITIVE,information
Great service I would recommend this bank to my family and friends ,great service,POSITIVE,information
I have been a member for years and I never had any issues I get excellent service ,excellent service,POSITIVE,information
The staff is nice they greet you with a smile every time I come in,nice greet,POSITIVE,appreciation
Dugood earned my business due to their awesome loan rates They gave me a desire to be loyal when they helped me find a solution when other banks weren t willing to even try This fall I needed to refinance and once again their loan product beat others hands down and the process was smooth We have been very pleased in the past years we have been members and I dont expect that to change ,"awesome loan,past year",POSITIVE,appreciation
Candace was so helpful and willing to work with me She was even willing to stay after closing so I could sign papers since I didn t get off work before then ,"willing work,willing stay",POSITIVE,appreciation
Professional friendly knowledgeable staff Fast easy convenient banking ,"knowledgeable staff,convenient banking",POSITIVE,information
I love that I am a NAME and not just a NUMBER with DuGood I have a personal banker that takes care of all my needs I recommend DuGood to everyone I hear complaining about their bank ,personal banker,POSITIVE,information
The service is great and the staff in the Port Neches branch is awesome My father started using ya ll and now my brother and myself use it I will continue recommending your branch to others Thank you very all you do on helping others in need ,"great staff,awesome father",POSITIVE,appreciation
Nice people guick and fast,nice people,POSITIVE,appreciation
Did auto financing and it was the easiest experience I ve ever had ,easiest experience,POSITIVE,appreciation
i ve tried to get in touch with and set up a meeting with the business lending department for months now and am never able to talk with anyone except the branch manager No returned calls or messages that being said each experience walking into the branch has always been very pleasant I m always greeted by a friendly and welcoming staff tellers are always competent ,welcoming staff,POSITIVE,appreciation
Recently refinanced our home and consolidated other debts This was all done online and a few phone calls My loan officer Ms Reynolds was extremely helpful considerate and a joy to work with She made the process very painless by alleiving my fears of the loan process and making it easy to do I would never hesitate to recommend Dugood CU to any of my friends or family even your regular banking people are a joy to work with Keep up the great work ,"online phone,helpful considerate,cu friend,regular banking,great work",POSITIVE,information
I have had only good experiences at DuGood The employees are always very helpful ,"good experience,dugood employee",POSITIVE,appreciation
Im a new member The benefits of this CU are great so much so I left my bank of years Service is excellent professionalism is at the top Thank you Hayleee at Beaumont Tx Dugood Major Drive Yes I would definitely recommend DuGood Perfect title because you do good ,"new member,excellent professionalism,major drive,perfect title",POSITIVE,appreciation
I have a good experience every time I walk in your doors I m helped with all questions Everyone is very nice ,good experience,POSITIVE,appreciation
I have always had AMAZING customer service and excellent support from the awesome staff Keep up the SUPERIOR work Thanks The Welch Family ,"amazing customer,excellent support,awesome staff,superior work",POSITIVE,appreciation
I was a member with another local credit union since I was years old In my mid forties I transferred over due to excessive fees and changes within the establishment where I was a member Both my wife and I are very glad that we made the change We saved a ton on home mortgage and vehicle interest We r thankful to be DuGood members ,"local credit,excessive fee,dugood member",NEGATIVE,information
Always good experience to deal with knowledgeable employees who have customer satisfaction as their main goal,"good experience,knowledgeable employee,main goal",POSITIVE,information
My wife and I have been members of DuGood Credit Union for over five years and have always had great service We frequent the Nederland branch and the Port Neches branch Both locations give excellent service Amy helped us get our auto RV Motorcycle and home loans set up through DuGood and we got much much lower rates than our previous banking institution I would definitely recommend DuGood to anyone ,"great service,frequent nederland,excellent service,lower rate,previous banking",POSITIVE,appreciation
Always friendly and willing to help with a smile on their faces ,willing help,POSITIVE,appreciation
Great experience,great experience,POSITIVE,appreciation
GREAT RATES FANTASTIC SERVCE I WOULD RECOMMEND THIS COMPANY TO ANYONE ,"great rate,fantastic servce",POSITIVE,appreciation
Hi Guys As usual you guys have done a great job helping me out of a nine line bind when the computers foul up Thank God for people that still know how to run the show instead of the alternative Keep up the good work William Adams,"usual guy,great job,good work",POSITIVE,appreciation
Loan experience was simple and fast Drive through tellers are always effecient and friendly,fast drive,POSITIVE,appreciation
Friendly employees who are very knowledgeable and helpful Loan Officers ingand Manager are very accomedating A great banking experience ,"friendly employee,helpful loan,great banking",POSITIVE,information
All the way free checking and savings account,free checking,POSITIVE,information
The customer service is Always excellent Rosalie Jared in Financing they have been very accommodating ,"excellent rosalie,jared financing",POSITIVE,appreciation
I had a great experience refinancing my auto loan ,great experience,POSITIVE,appreciation
We have financed our cars and refinanced our home with DuGood Great experience always My boys opened checking accounts at and now they are and and have both financed there own vehicals thru Dugood great customer service Love our family is part of the DuGood family ,"great experience,great customer,dugood family",POSITIVE,appreciation
Wonderful experience ,wonderful experience,POSITIVE,appreciation
DuGood financed an auto for me without any problems and a really great interest rate that im very happy with i have never used them before but will be a lifelong customer from here on i will highly recomend them to anyone needing any type of financing Thanks DuGood ,"great interest,lifelong customer",POSITIVE,appreciation
The best people to deal with on whatever may come up They actually listen to the customers everytime I have visited the bank weather in the lobby or drive thru I have been greeted with a friendly smile and a hello Real down to earth people,"best people,friendly smile,real earth",POSITIVE,appreciation
The only thing I ve ever been disappointed in DuGood about was their inability to handle the extra work load involved after Hurricane Harvey My insurance company contacted them TWICE to initiate pay off of my auto loan they were too busy to call me let me know they needed my permission before responding Otherwise they ve always been very polite efficient timely ,"dugood inability,extra work,busy call",NEGATIVE,complaint
I have been with Dupont credit union years and can tell the world that the credit union has been good to me and my family They have all waysbeen their when I needed them The best thing that I like about the Dupontor DuGood credit union is They allways made me feel like FAMILY Tony Runnels Member for LIFE,"good family,best thing,tony runnel",POSITIVE,appreciation
Very friendly staff quick and efficient as well ,friendly staff,POSITIVE,appreciation
Friendly easy and fast service while getting a home equity loan Also no closing cost ,fast service,POSITIVE,information
The employees are so helpful and have worked hard to answer any questions ,hard answer,NEGATIVE,complaint
I have been a member for a long long time I LOVE the people here everyone is so nice helpful and truly care about the customers needs I have never been disappointed or left the building mad The customer service is over and beyond the call of duty YES I would and do recommend DuGood every chance I get Thank You DuGood for taking such good care of me and my money ,"long time,mad customer,good care",POSITIVE,appreciation
I love being at a credit union and DuGood has helped me many times and the people are very nice ,many time,POSITIVE,appreciation
