Unnamed: 0,comments,CleanedText,sentiment
3523,"Very nice bag, has a good capacity, durable, very stylish and trendy, overall a 5 🌟 purchase","Very nice bag, has a good capacity, durable, very stylish and trendy, overall a 5 🌟 purchase",POSITIVE
3524,I have purchased this product considering American Tourister name and  have other bags from same company . It is shame to say that the quality of this bag is very poor. Amazon should not sell this kind of bad quality products,I have purchased this product considering American Tourister name and  have other bags from same company . It is shame to say that the quality of this bag is very poor. Amazon should not sell this kind of bad quality products,NEGATIVE
3525,"Received the bag in the worst packaging I have seen in my e commerce experience.Also the bag though seemed original seemed to be of poor quality.The partition cloth seemed weak and the mesh for carrying bottle around seemed fragile.Overall 2 stars for Amazon and not for the product1 for timely delivery, and2 for accepting the refund!","Received the bag in the worst packaging I have seen in my e commerce experience. Also the bag though seemed original seemed to be of poor quality. The partition cloth seemed weak and the mesh for carrying bottle around seemed fragile. Overall 2 stars for Amazon and not for the product1 for timely delivery, and2 for accepting the refund.",NEGATIVE
3526,Nice Product,Nice Product,POSITIVE
3527,Nice prodact,Nice prodact,POSITIVE
3528,Good quality and colour,Good quality and colour,POSITIVE
3529,Very nice products,Very nice products,POSITIVE
3530,Best quality,Best quality,POSITIVE
3531,Super product I love this bag,Super product I love this bag,POSITIVE
3532,Same as shown,Same as shown,POSITIVE
3533,Quality was not so good but ok for rs 700,Quality was not so good but ok for rs 700,NEGATIVE
3534,Good product and reasonable price,Good product and reasonable price,POSITIVE
3535,Cute and good,Cute and good,POSITIVE
3536,looked delicate with front portion of the bag having single layer fabric. no laptop sleeve.,looked delicate with front portion of the bag having single layer fabric. no laptop sleeve.,POSITIVE
3537,Delivery time nice,Delivery time nice,POSITIVE
3538,The media could not be loaded.,The media could not be loaded.,NEGATIVE
3539,Side pockets not goodBut capacity is goodSo avarage rating,Side pockets not goodBut capacity is goodSo avarage rating,NEGATIVE
3540,Average quality bag,Average quality bag,NEGATIVE
3541,Super,Super,POSITIVE
3542,शानदार,शानदार,POSITIVE
3543,"Quality is good, one of the best bags to buy. Good volume.","Quality is good, one of the best bags to buy. Good volume.",POSITIVE
3544,Good,Good,POSITIVE
3545,Ok,Ok,POSITIVE
3546,Nice,Nice,POSITIVE
3547,I LIKE THAT IT HAS A SMALL KEY CHAIN WITH A ZIP,I LIKE THAT IT HAS A SMALL KEY CHAIN WITH A ZIP,NEGATIVE
3548,Sizzling product,Sizzling product,NEGATIVE
3549,Yes very Easy to carry bag n more weight to stored 👌✌😎,Yes very Easy to carry bag n more weight to stored 👌✌😎,POSITIVE
3550,Satisfied with the product.,Satisfied with the product.,POSITIVE
3551,Not so good what I thought.... OK product,Not so good what I thought. OK product,NEGATIVE
3552,Very compact and light for short trips and light loading. Attractive too.,Very compact and light for short trips and light loading. Attractive too.,POSITIVE
3553,Good product,Good product,POSITIVE
3554,"Bag ain't waterproof. I poured a glass of water on it and , it got wet inside just like any other bags!","Bag ain't waterproof. I poured a glass of water on it and , it got wet inside just like any other bags.",NEGATIVE
3555,Small size,Small size,NEGATIVE
3556,Looking Very nice and good materiel,Looking Very nice and good materiel,POSITIVE
3557,It's a good product over all,It's a good product over all,POSITIVE
3558,the most beautiful,the most beautiful,POSITIVE
3559,Good Product 👍,Good Product 👍,POSITIVE
3560,Thanks,Thanks,POSITIVE
3561,excellent product,excellent product,POSITIVE
3562,Normal,Normal,POSITIVE
3563,Good product,Good product,POSITIVE
3564,Strong bag ideal for Travelling and Is trendy too,Strong bag ideal for Travelling and Is trendy too,POSITIVE
3565,Loved it,Loved it,POSITIVE
3566,Good,Good,POSITIVE
3567,It's very bad quality bag. Don't buy this bag . It is don't justify the price. Cheap Quality bag.,It's very bad quality bag. Don't buy this bag . It is don't justify the price. Cheap Quality bag.,NEGATIVE
3568,This is a very good product... thank you so much.. Amazon 🤗,This is a very good product. thank you so much. Amazon 🤗,POSITIVE
3569,If Amazon and American tourister known by these type of poor quality products than I must say...stop buying from Amazon,If Amazon and American tourister known by these type of poor quality products than I must say. stop buying from Amazon,NEGATIVE
3570,Very worst quality of a bag. I think Amazon a big company providing such a duplicate item.,Very worst quality of a bag. I think Amazon a big company providing such a duplicate item.,NEGATIVE
3571,Good quality,Good quality,POSITIVE
3572,nice bag at a nice price,nice bag at a nice price,POSITIVE
3573,Nice product,Nice product,POSITIVE
3574,It was a used bag that I got. I could have got better bag from roadside comparatively and that too at 1/3rd price.,It was a used bag that I got. I could have got better bag from roadside comparatively and that too at 1/3rd price.,NEGATIVE
3575,Very nice,Very nice,POSITIVE
3576,This is good item for money,This is good item for money,POSITIVE
3577,Water resistance not checked.For traveling good.Good,Water resistance not checked. For traveling good. Good,NEGATIVE
3578,Good product,Good product,POSITIVE
3579,Nice,Nice,POSITIVE
3580,good product,good product,POSITIVE
3581,Not bad,Not bad,POSITIVE
3582,I dissatisfaction of these product. Because it is cheap cloth and it not a water Resistance,I dissatisfaction of these product. Because it is cheap cloth and it not a water Resistance,NEGATIVE
3583,Poorly made,Poorly made,NEGATIVE
3584,nice👌,nice👌,POSITIVE
3585,Nice,Nice,POSITIVE
3586,Not worthy enough. Totally waste of money.,Not worthy enough. Totally waste of money.,NEGATIVE
3587,Nice bag,Nice bag,POSITIVE
3588,Nice bag,Nice bag,POSITIVE
3589,Nice lookGood quality,Nice lookGood quality,POSITIVE
3590,Nice product,Nice product,POSITIVE
3591,AWESOME ITEM,AWESOME ITEM,POSITIVE
3592,Below expectation.,Below expectation.,NEGATIVE
3593,Light weight,Light weight,POSITIVE
3594,Superb I liked nice products,Superb I liked nice products,POSITIVE
3595,Looks very smart.Ideal for traveling or for high school.Fits a lot,Looks very smart. Ideal for traveling or for high school. Fits a lot,POSITIVE
3596,Awsm Quality.. from American Tourister,Awsm Quality. from American Tourister,POSITIVE
3597,Print fade,Print fade,NEGATIVE
3598,Nice product...Thank you Amazon...,Nice product. Thank you Amazon.,POSITIVE
3599,Nice product,Nice product,POSITIVE
3600,Chaina product not good quality,Chaina product not good quality,NEGATIVE
3601,good! same colour as shown.,good. same colour as shown.,POSITIVE
3602,It's very good,It's very good,POSITIVE
3603,Worth moneyExcellent for school children,Worth moneyExcellent for school children,NEGATIVE
3604,Not a bad,Not a bad,POSITIVE
3605,Very good backpack... Love it,Very good backpack. Love it,POSITIVE
3606,With one year worldwide warranty card,With one year worldwide warranty card,POSITIVE
3607,"Great deal,Great stuff and In time deliver. One must go for it !!!","Great deal,Great stuff and In time deliver. One must go for it .",POSITIVE
3608,The product is water resistant and is very useful for travelling. But the weight of the bag that not light.,The product is water resistant and is very useful for travelling. But the weight of the bag that not light.,NEGATIVE
3609,Good stuff fast delivery,Good stuff fast delivery,POSITIVE
3610,Not recommended. worst quality.,Not recommended. worst quality.,NEGATIVE
3611,All bad product,All bad product,NEGATIVE
3612,Not very good quality,Not very good quality,NEGATIVE
3613,Just assome,Just assome,NEGATIVE
3614,Undoubtedly great product,Undoubtedly great product,POSITIVE
3615,Nice,Nice,POSITIVE
3616,Same as expected,Same as expected,NEGATIVE
3617,I like this casual Backpack .,I like this casual Backpack .,POSITIVE
3618,It is very good product.Only buy for traveling purposes.Not buy for college student uses.,It is very good product. Only buy for traveling purposes. Not buy for college student uses.,NEGATIVE
3619,Very cheap quality product. Definitely not the original american tourister,Very cheap quality product. Definitely not the original american tourister,NEGATIVE
3620,Wait is light,Wait is light,NEGATIVE
3621,Nice bag,Nice bag,POSITIVE
3622,Original product,Original product,POSITIVE
3623,As expected,As expected,NEGATIVE
3624,Middle  part of bag is not good,Middle  part of bag is not good,NEGATIVE
3625,Fab,Fab,POSITIVE
3626,Awesome bag..,Awesome bag.,POSITIVE
3627,Water resistantLight weightGood for traveling,Water resistantLight weightGood for traveling,NEGATIVE
3628,Good material durable,Good material durable,POSITIVE
3629,I liked the product,I liked the product,POSITIVE
3630,"You should be ashamed  In the name of American Tourister, you are sending such a dirty quality bag that no one would want to use.","You should be ashamed  In the name of American Tourister, you are sending such a dirty quality bag that no one would want to use.",NEGATIVE
3631,Nice,Nice,POSITIVE
3632,It seems ok,It seems ok,POSITIVE
3633,good,good,POSITIVE
3634,It’s kind of disappointing,It’s kind of disappointing,NEGATIVE
3635,"When I receive this bag it's look great and after 1 week of using this Can't explain my feeling, see the result. I'm searching American Tourister center to return this bag but still can't find out...Amazon plz do something....","When I receive this bag it's look great and after 1 week of using this Can't explain my feeling, see the result. I'm searching American Tourister center to return this bag but still can't find out. Amazon plz do something.",NEGATIVE
3636,All features are good,All features are good,POSITIVE
3637,"Nice backpack no issues , one thing I want to tell is that this is college bag and not school bag","Nice backpack no issues , one thing I want to tell is that this is college bag and not school bag",POSITIVE
3638,Very nice. Long-lasting. It is worth the money spent. Im using this for more than a year now.,Very nice. Long-lasting. It is worth the money spent. Im using this for more than a year now.,POSITIVE
3639,It's price worthy,It's price worthy,POSITIVE
3640,Awesome product,Awesome product,POSITIVE
3641,Awesome product,Awesome product,POSITIVE
3642,"Comfortable, great purchase, value for money highly recommended for college going people","Comfortable, great purchase, value for money highly recommended for college going people",POSITIVE
3643,Poor quality,Poor quality,NEGATIVE
3644,No water resistant,No water resistant,NEGATIVE
3645,Nice  product !!,Nice  product .,POSITIVE
3646,Extremely super...,Extremely super.,POSITIVE
3647,Good product,Good product,POSITIVE
3648,Poor quality,Poor quality,NEGATIVE
3649,Bag is good but size is small,Bag is good but size is small,POSITIVE
3650,Product is not same as shown and quality is very bad. I checked it. I put my charger in that and I think I have left my charger inside the bag and sent it to return. Kindly help me with that.,Product is not same as shown and quality is very bad. I checked it. I put my charger in that and I think I have left my charger inside the bag and sent it to return. Kindly help me with that.,NEGATIVE
3651,Best purchase ever...thanks a lot Amazon.....,Best purchase ever. thanks a lot Amazon.,POSITIVE
3652,Dameged products  . Not good quality product,Dameged products  . Not good quality product,NEGATIVE
3653,Excellent,Excellent,POSITIVE
3654,"It can a lot of books and it is water proof, easy to open the chain it works very smooth","It can a lot of books and it is water proof, easy to open the chain it works very smooth",POSITIVE
3655,Yes,Yes,POSITIVE
3656,I like this bag.,I like this bag.,NEGATIVE
3657,Nice bag,Nice bag,POSITIVE
3658,it should come with rain cover or should be fully waterproof.....,it should come with rain cover or should be fully waterproof.,POSITIVE
3659,Product,Product,POSITIVE
3660,It is ok,It is ok,POSITIVE
3661,Teeth of elephants,Teeth of elephants,NEGATIVE
3662,Could be provide laptop space also at this cost please check over it,Could be provide laptop space also at this cost please check over it,NEGATIVE
3663,Nice product,Nice product,POSITIVE
3664,I got it at just 805... It's a great price.This bag is looking so good.,I got it at just 805. It's a great price. This bag is looking so good.,POSITIVE
3665,Good product,Good product,POSITIVE
3666,I liked the product very much. thanku amazon😍😍😘😘,I liked the product very much. thanku amazon😍😍😘😘,POSITIVE
3667,It will not stand on its own. If we put it some where it will fall down and lay on floor. It means base is not strong.,It will not stand on its own. If we put it some where it will fall down and lay on floor. It means base is not strong.,NEGATIVE
3668,Good one,Good one,POSITIVE
3669,Nice looking beautiful bag,Nice looking beautiful bag,POSITIVE
3670,Good product,Good product,POSITIVE
3671,It doesn't looks like a branded product.,It doesn't looks like a branded product.,POSITIVE
3672,"I want to say ,just in a nutshell that the quality of this is bag is so mesmerizing. Just loved it and thanx.","I want to say ,just in a nutshell that the quality of this is bag is so mesmerizing. Just loved it and thanx.",POSITIVE
3673,A.T is my fvrt. And trusted brand so guys without any doubt u can bought this Backpack very loght weight.,A. T is my fvrt. And trusted brand so guys without any doubt u can bought this Backpack very loght weight.,NEGATIVE
3674,Very goodNYC product,Very goodNYC product,POSITIVE
3675,"Very very good,I will like to say that the pattern of the bag is very well than before.","Very very good,I will like to say that the pattern of the bag is very well than before.",POSITIVE
3676,Damaged only after using few months. Very low quality. Looks like not original product.,Damaged only after using few months. Very low quality. Looks like not original product.,NEGATIVE
3677,Good,Good,POSITIVE
3678,"It is Alice chance for me its very weight lessAnd its is very good for me i love this Bag,😍","It is Alice chance for me its very weight lessAnd its is very good for me i love this Bag,😍",POSITIVE
3679,Good product....,Good product.,POSITIVE
3680,B grade,B grade,POSITIVE
3681,The Rubber Print Above Goes Out After 1month.. Don't Buy,The Rubber Print Above Goes Out After 1month. Don't Buy,NEGATIVE
3682,Like it,Like it,POSITIVE
3683,The product is good but we expected the laptop slot. That is not there in this bag. So it is not reached my expectation.,The product is good but we expected the laptop slot. That is not there in this bag. So it is not reached my expectation.,NEGATIVE
3684,OK ok,OK ok,POSITIVE
3685,Must buy for the price 799 only,Must buy for the price 799 only,POSITIVE
3686,Small size,Small size,NEGATIVE
3687,Not a good quality,Not a good quality,NEGATIVE
3688,Good one,Good one,POSITIVE
3689,Not that quality which was in picture,Not that quality which was in picture,NEGATIVE
3690,Very nice,Very nice,POSITIVE
3691,Quality is as per standards of American Tourister at this price. Would have loved a laptop pouch but that doesn't mean I have to cut a marks for that..,Quality is as per standards of American Tourister at this price. Would have loved a laptop pouch but that doesn't mean I have to cut a marks for that.,NEGATIVE
3692,Nice bag,Nice bag,POSITIVE
3693,"Looks awesome, but thin material.","Looks awesome, but thin material.",POSITIVE
3694,Gud product,Gud product,NEGATIVE
3695,Good but not the best,Good but not the best,POSITIVE
3696,"I purchased last few months back, it is good product . No defective. I suggest you go for it","I purchased last few months back, it is good product . No defective. I suggest you go for it",NEGATIVE
3697,Very good product,Very good product,POSITIVE
3698,Got a hole in just a month...not recommended for rough use like school use(especially CBSE)😂,Got a hole in just a month. not recommended for rough use like school use(especially CBSE)😂,NEGATIVE
3699,Awesome,Awesome,POSITIVE
3700,Nice product..,Nice product.,POSITIVE
3701,Nice 👌,Nice 👌,POSITIVE
3702,Not so good quality,Not so good quality,NEGATIVE
3703,Good,Good,POSITIVE
3704,It is a good product,It is a good product,POSITIVE
3705,Good,Good,POSITIVE
3706,As expected...👌👌👌,As expected.👌👌👌,NEGATIVE
3707,Product Quality is low AT loose faith of customer if they serve this quality,Product Quality is low AT loose faith of customer if they serve this quality,NEGATIVE
3708,Very bad and expensive,Very bad and expensive,NEGATIVE
3709,Not original product,Not original product,NEGATIVE
3710,12345,12345,POSITIVE
3711,quality is different in retail shop. quality is low online product.,quality is different in retail shop. quality is low online product.,NEGATIVE
3712,Ok,Ok,POSITIVE
3713,Mass,Mass,POSITIVE
3714,This bag stiching is not up to mark see in my attached photos and finishing is not good. Low quality fabrics use not worth of price. I’m very disappointed.,This bag stiching is not up to mark see in my attached photos and finishing is not good. Low quality fabrics use not worth of price. I’m very disappointed.,NEGATIVE
3715,Nice design and fabric but chains quality  is not good improve and u can put standards quality chains,Nice design and fabric but chains quality  is not good improve and u can put standards quality chains,NEGATIVE
3716,Superb,Superb,POSITIVE
3717,Good space and color also nice.,Good space and color also nice.,POSITIVE
3718,Ok,Ok,POSITIVE
3719,On the street one can get more better bag than this.,On the street one can get more better bag than this.,NEGATIVE
3720,Washable bag,Washable bag,NEGATIVE
3721,Most attractive bag......but photos in app are shown dull and worst.,Most attractive bag. but photos in app are shown dull and worst.,NEGATIVE
3722,Good,Good,POSITIVE
3723,Nothing to dislike,Nothing to dislike,POSITIVE
3724,Good,Good,POSITIVE
3725,Good product,Good product,POSITIVE
3726,Very good product 😃,Very good product 😃,POSITIVE
3727,"Bag material is very thin, it can't handle loads more than 5 kg at max","Bag material is very thin, it can't handle loads more than 5 kg at max",NEGATIVE
3728,Good quality,Good quality,POSITIVE
3729,Good product,Good product,POSITIVE
3730,Good service and fast service I like it,Good service and fast service I like it,POSITIVE
3731,Nice,Nice,POSITIVE
3732,"The product appears to be spoof of original one, I request Amazon to kindly look into the standards and qlty of its sellers and prevent counterfeit of goods in order to repeal the tarnished customer base and restablish trustThis has been happening quite frequentlyRegards","The product appears to be spoof of original one, I request Amazon to kindly look into the standards and qlty of its sellers and prevent counterfeit of goods in order to repeal the tarnished customer base and restablish trustThis has been happening quite frequentlyRegards",NEGATIVE
3733,Nyc beg with osm design,Nyc beg with osm design,NEGATIVE
3734,The product quality was not that good.,The product quality was not that good.,NEGATIVE
3735,Nice bag,Nice bag,POSITIVE
3736,Very poor quality,Very poor quality,NEGATIVE
3737,This is a very good,This is a very good,POSITIVE
3738,Must,Must,POSITIVE
3739,Good product,Good product,POSITIVE
3740,Good product. Ok quality.,Good product. Ok quality.,POSITIVE
3741,Good,Good,POSITIVE
3742,Good,Good,POSITIVE
3743,Very good quality and full water resistane vey good for travelling and very light weight,Very good quality and full water resistane vey good for travelling and very light weight,POSITIVE
3744,Bag have brand name but quality like a local products..Totally west of money,Bag have brand name but quality like a local products. Totally west of money,NEGATIVE
3745,Satisfactory,Satisfactory,POSITIVE
3746,"Excellent product, till now i am completely satisfied with this bag","Excellent product, till now i am completely satisfied with this bag",POSITIVE
3747,Ok,Ok,POSITIVE
3748,Nice product,Nice product,POSITIVE
3749,Good,Good,POSITIVE
3750,I buy it for school purpose and my all books wet due to rain in this bag,I buy it for school purpose and my all books wet due to rain in this bag,NEGATIVE
3751,It's overall a very good product to buy.,It's overall a very good product to buy.,POSITIVE
3752,Good product,Good product,POSITIVE
3753,Bag rain cover is not provided.,Bag rain cover is not provided.,NEGATIVE
3754,As expected,As expected,NEGATIVE
3755,Good quality bag.,Good quality bag.,POSITIVE
3756,Not too strong product by american tourister,Not too strong product by american tourister,NEGATIVE
3757,Safe and Durable,Safe and Durable,POSITIVE
3758,Very nice and good quality,Very nice and good quality,POSITIVE
3759,Good bag pack loved ittIts light weight and good for travellingI loved itIts water resistance too,Good bag pack loved ittIts light weight and good for travellingI loved itIts water resistance too,POSITIVE
3760,"Perfectly American tourist,","Perfectly American tourist,",POSITIVE
3761,Ok but not original product..No waterproof..,Ok but not original product. No waterproof.,NEGATIVE
3762,everything is good,everything is good,POSITIVE
3763,Wonderful bag.,Wonderful bag.,POSITIVE
3764,school bag,school bag,NEGATIVE
3765,Good product,Good product,POSITIVE
3766,"The media could not be loaded.
                



 Even side pouch is not good. Already it's weaving is gone","The media could not be loaded.
                



 Even side pouch is not good. Already it's weaving is gone",NEGATIVE
3767,Nice bag for travel for 7 days and Good space.,Nice bag for travel for 7 days and Good space.,POSITIVE
3768,I liked itWonderful,I liked itWonderful,POSITIVE
3769,its a good one to carry easily lite weight,its a good one to carry easily lite weight,POSITIVE
3770,"Nice product , comfortable value for money , for college and school students.","Nice product , comfortable value for money , for college and school students.",POSITIVE
3771,Good quality. Nice travel bag,Good quality. Nice travel bag,POSITIVE
3772,The bag is very good it is smart looking and very easy to carry,The bag is very good it is smart looking and very easy to carry,POSITIVE
3773,Good,Good,POSITIVE
3774,Nice product. Thanks American Tourister.,Nice product. Thanks American Tourister.,POSITIVE
3775,Good product,Good product,POSITIVE
3776,It's god's but has a poor quality and its white colour gets off after some time and not ment for school kids as it will tear due to weight of books,It's god's but has a poor quality and its white colour gets off after some time and not ment for school kids as it will tear due to weight of books,NEGATIVE
3777,Class,Class,POSITIVE
3778,Good product,Good product,POSITIVE
3779,Product is not original.....very bad quality....money wasted,Product is not original. very bad quality. money wasted,POSITIVE
3780,In lower side bag was farhted,In lower side bag was farhted,NEGATIVE
3781,"This is not a good product, The Quality of this bag is very poor. It's totally Rubish.","This is not a good product, The Quality of this bag is very poor. It's totally Rubish.",NEGATIVE
3782,Excellent,Excellent,POSITIVE
3783,Good Quality!,Good Quality.,POSITIVE
3784,Good spacious bag.,Good spacious bag.,POSITIVE
3785,Waste of money,Waste of money,NEGATIVE
3786,Good quality.,Good quality.,POSITIVE
3787,Value for money,Value for money,POSITIVE
3788,Awesome look,Awesome look,POSITIVE
3789,Ok,Ok,POSITIVE
3790,Excellent,Excellent,POSITIVE
3791,The bag is good  and looks awesome,The bag is good  and looks awesome,POSITIVE
3792,Quality is not up to the level.,Quality is not up to the level.,NEGATIVE
3793,Ok,Ok,POSITIVE
3794,Packaging was good...Product is ok,Packaging was good. Product is ok,POSITIVE
3795,Stitches are torn out in few days. Very bad quality.,Stitches are torn out in few days. Very bad quality.,NEGATIVE
3796,Nice look and feel.,Nice look and feel.,POSITIVE
3797,Light weight.,Light weight.,POSITIVE
3798,Good Product,Good Product,POSITIVE
3799,Very nice product Good quality,Very nice product Good quality,POSITIVE
3800,Product is good,Product is good,POSITIVE
3801,"All good but it lacks a laptop carrying area so , if u don't need that then all good","All good but it lacks a laptop carrying area so , if u don't need that then all good",NEGATIVE
3802,Good,Good,POSITIVE
3803,It is a nice product,It is a nice product,POSITIVE
3804,Nice,Nice,POSITIVE
3805,Amazing product. I like how fast u people reach to me,Amazing product. I like how fast u people reach to me,POSITIVE
3806,Quality is not so good. Easily tearable material,Quality is not so good. Easily tearable material,NEGATIVE
3807,Nice bag.......,Nice bag.,POSITIVE
3808,"Very nice, liked very muh","Very nice, liked very muh",POSITIVE
3809,Reasonable price nd best quality,Reasonable price nd best quality,POSITIVE
3810,"Very good product, quality is good and it's light weight.","Very good product, quality is good and it's light weight.",POSITIVE
3811,Good product at this price range with 1 year worldwide warranty.,Good product at this price range with 1 year worldwide warranty.,POSITIVE
3812,Good bag for this price.,Good bag for this price.,POSITIVE
3813,Must buy for the price 799,Must buy for the price 799,POSITIVE
3814,This is very nice product in this rate thanks to amazon all members to give a best product and excellent delivery timing,This is very nice product in this rate thanks to amazon all members to give a best product and excellent delivery timing,POSITIVE
3815,check tag and warranty cardif warranty is 1 Yr then its fake,check tag and warranty cardif warranty is 1 Yr then its fake,NEGATIVE
3816,Good product,Good product,POSITIVE
3817,Ok,Ok,POSITIVE
3818,Quality is very good. Can hold loads of books.,Quality is very good. Can hold loads of books.,POSITIVE
3819,Okay,Okay,POSITIVE
3820,very good,very good,POSITIVE
3821,Good,Good,POSITIVE
3822,Worst packingMaterial and it's zips are not in good condition,Worst packingMaterial and it's zips are not in good condition,NEGATIVE
3823,Good,Good,POSITIVE
3824,Cheap quality metirial used honest think is it won't carry much books dont buy dont waste time on this,Cheap quality metirial used honest think is it won't carry much books dont buy dont waste time on this,NEGATIVE
3825,This bag is awesome.. I buy it 1 months ago..,This bag is awesome. I buy it 1 months ago.,POSITIVE
3826,Looks good .. easy to carry ..,Looks good . easy to carry .,POSITIVE
3827,Very nyc,Very nyc,POSITIVE
3828,The backpack is very very very cool,The backpack is very very very cool,POSITIVE
3829,"Not a good quality one,probably will prefer a lower brand product and could save your money","Not a good quality one,probably will prefer a lower brand product and could save your money",NEGATIVE
3830,Bad quality.,Bad quality.,NEGATIVE
3831,within 2 months it was damaged,within 2 months it was damaged,NEGATIVE
3832,Value for money,Value for money,POSITIVE
3833,Its awesomeI love AMERICAN TOURISTERITS SO AMAZING AS I THINKTHANKS AMAZON FOR FAST DELIVERY,Its awesomeI love AMERICAN TOURISTERITS SO AMAZING AS I THINKTHANKS AMAZON FOR FAST DELIVERY,POSITIVE
3834,"Best product,land best price 👌","Best product,land best price 👌",POSITIVE
3835,It is light weight and also a quality is nice,It is light weight and also a quality is nice,POSITIVE
3836,Very bad,Very bad,NEGATIVE
3837,Nice,Nice,POSITIVE
3838,Not durable,Not durable,NEGATIVE
3839,Big enough for 2-3 days picnic bagpackGo for it,Big enough for 2-3 days picnic bagpackGo for it,POSITIVE
3840,GOOD PRODUCT,GOOD PRODUCT,POSITIVE
3841,Chain not workingNot waterproofVery low quality,Chain not workingNot waterproofVery low quality,NEGATIVE
3842,"Nice bag ! Alot of space , light weight.. The color is little dull as compared to the display picture.","Nice bag . Alot of space , light weight. The color is little dull as compared to the display picture.",NEGATIVE
3843,I got a not a good quality bag,I got a not a good quality bag,NEGATIVE
3844,Very good product,Very good product,POSITIVE
3845,Good product value for money,Good product value for money,POSITIVE
3846,Overall nice product at this price👍,Overall nice product at this price👍,POSITIVE
3847,Very good bag,Very good bag,POSITIVE
3848,My child enjoying this bag,My child enjoying this bag,POSITIVE
3849,Sticker not good,Sticker not good,NEGATIVE
3850,Good one,Good one,POSITIVE
3851,Fabulous bag Value for money.,Fabulous bag Value for money.,POSITIVE
3852,Ok,Ok,POSITIVE
3853,"Good bag. Worth the money. Spacious and durable, while being easily accessible.","Good bag. Worth the money. Spacious and durable, while being easily accessible.",POSITIVE
3854,Good product,Good product,POSITIVE
3855,Good product,Good product,POSITIVE
3856,This is not a orignal American tourister bags and not happy about this bags,This is not a orignal American tourister bags and not happy about this bags,NEGATIVE
3857,Thnx,Thnx,NEGATIVE
3858,loved this,loved this,POSITIVE
3859,No Raincover no laptop space not worth in this price range.,No Raincover no laptop space not worth in this price range.,NEGATIVE
3860,Good quality,Good quality,POSITIVE
3861,Iska rang tikaoo nahi hai kuch hi din mein rang utarne laga,Iska rang tikaoo nahi hai kuch hi din mein rang utarne laga,NEGATIVE
3862,"It's A Very Good Deal,  which I Grab on Great Indian Festival.","It's A Very Good Deal,  which I Grab on Great Indian Festival.",POSITIVE
3863,"Poor  quality, not a orginal  American  torister ,","Poor  quality, not a orginal  American  torister ,",NEGATIVE
3864,Ok,Ok,POSITIVE
3865,Awesome. All my friends says please sell it to me. Its my review after 2 months of use,Awesome. All my friends says please sell it to me. Its my review after 2 months of use,POSITIVE
3866,Quality not up to the mark . Expensive!!,Quality not up to the mark . Expensive.,NEGATIVE
3867,Like,Like,POSITIVE
3868,"Its very attractive, light weight as well as the color is so good","Its very attractive, light weight as well as the color is so good",POSITIVE
3869,It's very nice and comfortable product,It's very nice and comfortable product,POSITIVE
3870,Good,Good,POSITIVE
3871,Good product.,Good product.,POSITIVE
3872,Its ok product. Not user friendly.. Back dont have proper support  no laptop cabinet However good product light weight.. This price range better option available.,Its ok product. Not user friendly. Back dont have proper support  no laptop cabinet However good product light weight. This price range better option available.,POSITIVE
3873,Only the white color part is water resistancePlz opt for another color because white is becoming dirty,Only the white color part is water resistancePlz opt for another color because white is becoming dirty,NEGATIVE
3874,I bought the bag relaying upon the brand and Amazon. But quality of the bag is very poor. Three months old bag looks like three years old. I was very disappointed. Never expects such a bad quality product from an international brand like American toutister. Please don't buy. I actually want to return the bag since it is within warranty period.,I bought the bag relaying upon the brand and Amazon. But quality of the bag is very poor. Three months old bag looks like three years old. I was very disappointed. Never expects such a bad quality product from an international brand like American toutister. Please don't buy. I actually want to return the bag since it is within warranty period.,NEGATIVE
3875,Light weight durable good but not much water proof but 100%polyester,Light weight durable good but not much water proof but 100%polyester,NEGATIVE
3876,So this bag is very goodI hope this bag,So this bag is very goodI hope this bag,POSITIVE
3877,Good quality product,Good quality product,POSITIVE
3878,"In less than 2 months of use by my kid, it is torn and is in tatters. Durability is not at all good. Stitches are coming off from the seams.","In less than 2 months of use by my kid, it is torn and is in tatters. Durability is not at all good. Stitches are coming off from the seams.",NEGATIVE
3879,Sorry to say it was really of cheap quality i think it was a duplicate bag that was delivered to my house plzz don’t waste money of people because we really work hard to even earn a single penny plzz don’t loose ur brand value by doing this bad things,Sorry to say it was really of cheap quality i think it was a duplicate bag that was delivered to my house plzz don’t waste money of people because we really work hard to even earn a single penny plzz don’t loose ur brand value by doing this bad things,NEGATIVE
3880,durability... after used it i will give u tha feedback,durability. after used it i will give u tha feedback,POSITIVE
3881,Great productIt has the coolest lookAnd so comfy and light weight.,Great productIt has the coolest lookAnd so comfy and light weight.,POSITIVE
3882,Very nice bag for children's and for travelling. There is very space in this bag and may secret pocket,Very nice bag for children's and for travelling. There is very space in this bag and may secret pocket,POSITIVE
3883,Best bag,Best bag,POSITIVE
3884,This bag is very lightweight. The design is awesome. The quality is too good. I'll recommend this bag too you all.,This bag is very lightweight. The design is awesome. The quality is too good. I'll recommend this bag too you all.,POSITIVE
3885,Good,Good,POSITIVE
3886,Nic,Nic,POSITIVE
3887,"The backpack 🎒 was assume, but water 💧 resistance effect was medium. 😘😀😎😎","The backpack 🎒 was assume, but water 💧 resistance effect was medium. 😘😀😎😎",NEGATIVE
3888,👎👎,👎👎,POSITIVE
3889,Very good quality,Very good quality,POSITIVE
